"","Player","Squad","Comp","Age","DOB","TmPos","Nation","player_num","player_foot","player_height_mtrs","player_market_value_euro","Season_End_Year","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast.x","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.x","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url","PlayerFBref","UrlTmarkt"
"1526","Loris Mouyokolo","Lorient","Ligue 1",23,2001-05-22,"Centre-Back","FRA","4","right","1.94",3e+05,2024,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,55,87.3,781,285,19,20,95,27,30,90,0,2,0,0,0,0,0,0,0,0,0,55,54,1,1,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,1,1,100,0,1,0,1,0,4,3,0,66,10,51,14,1,0,66,0,0,0,0,0,50,217,110,1,0,0,0,0,48,0,90,2.9,1,90,1,0,0,9,0,0,3,-3,-3,-2.39,0.1,2.3,-2.2,-2.17,0,1,0,1,0,1,0,0,0,3,0,1,0,"https://fbref.com/en/players/96726741/Loris-Mouyokolo","Loris Mouyokolo","https://www.transfermarkt.com/loris-mouyokolo/profil/spieler/799936"
"1527","Loum Tchaouna","Salernitana","Serie A",20,2003-09-08,"Right Winger","FRA","33","left","1.8",8e+06,2024,33,23,2100,23.3,4,3,7,4,0,0,4,0,2.6,2.6,1.5,4.1,72,59,151,0.17,0.13,0.3,0.17,0.3,0.11,0.06,0.18,0.11,0.18,23.3,4,44,15,34.1,1.89,0.64,0.09,0.27,20.3,0,0,0,0.06,1.4,1.4,505,766,65.9,7384,2039,298,375,79.5,151,224,67.4,34,75,45.3,1.5,1.3,1.5,22,41,22,7,59,766,717,43,3,1,12,70,10,8,4,1,0,505,6,35,56,2.4,42,1,5,6,2,0,7,0.3,4,0,2,1,0,0,20,10,5,13,2,10,20,50,10,20,1,19,4,24,16,1,1026,12,120,474,448,72,1026,55,16,29.1,31,56.4,619,3635,1648,72,48,26,63,27,760,151,64,61.4,23,81,14,10,23,2,0.33,25,53,-28,-1.2,0.23,19.6,46.8,-27.3,-1.17,0,15,30,6,70,10,0,0,0,69,27,66,29,"https://fbref.com/en/players/a3c8b4d3/Loum-Tchaouna","Loum Tchaouna","https://www.transfermarkt.com/loum-tchaouna/profil/spieler/607226"
"1528","Lovro Majer","Rennes & Wolfsburg","Ligue 1 & Bundesliga",26,1998-01-17,"Attacking Midfield","CRO","19","left","1.78",2e+07,2024,33,25,2122,23.6,5,5,10,3,2,2,5,0,5.4,3.8,3.5,7.3,62,124,141,0.21,0.21,0.43,0.13,0.34,0.37,1.53,1.89,0.3,1.82,23.6,5,36,10,28.6,7.13,0.43,0.09,0.3,43.1,2,2,2,0.14,-0.4,-0.8,774,1055,160.6,12237,3502,400,465,173.5,289,371,161.1,56,122,145,3.5,5,1.5,40,87,29,6,124,1055,983,69,18,1,2,90,3,43,21,18,0,774,3,41,86,14.18,66,10,2,4,4,0,11,0.47,8,0,1,1,1,0,39,18,17,22,0,12,31,38.7,19,20,1,19,12,51,14,0,1308,15,185,607,537,67,1306,51,26,150,19,38,811,5015,2107,62,38,10,60,27,943,141,82,69.3,25,76,4,8,46,2,3.97,34,38,-4,10.99,11.69,30,30.7,-0.7,5.28,0,37,38,1,90,18,1,0,0,145,11,18,37.9,"https://fbref.com/en/players/fc46aab1/Lovro-Majer","Lovro Majer","https://www.transfermarkt.com/lovro-majer/profil/spieler/387106"
"1529","Lovro Zvonarek","Bayern Munich","Bundesliga",19,2005-05-08,"Attacking Midfield","CRO","-","right","1.8",3e+06,2024,5,1,163,1.8,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,7,7,9,0.55,0,0.55,0.55,0.55,0.04,0.12,0.15,0.04,0.15,1.8,1,1,1,100,0.55,0.55,1,1,16.8,0,0,0,0.07,0.9,0.9,50,60,83.3,766,123,20,23,87,25,29,86.2,2,2,100,0.2,0.3,-0.2,2,5,1,0,7,60,59,1,0,1,0,1,0,0,0,0,0,50,0,2,3,1.66,3,0,0,0,0,0,1,0.55,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,2,0,73,2,9,38,26,8,73,3,1,33.3,2,66.7,43,207,86,7,1,4,3,1,55,9,33,5.3,1,89,0,4,19,9,2.4,2,4,-2,-1.1,-2.69,1.1,1.8,-0.8,-0.42,0,3,0,1,1,0,0,0,0,6,2,5,28.6,"https://fbref.com/en/players/253bd2b3/Lovro-Zvonarek","Lovro Zvonarek","https://www.transfermarkt.com/lovro-zvonarek/profil/spieler/892973"
"1530","Loïc Badé","Sevilla","La Liga",24,2000-04-11,"Centre-Back","FRA","22","right","1.91",1.4e+07,2024,28,27,2277,25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15,76,3,0,0.04,0.04,0,0.04,0.04,0.02,0.05,0.04,0.05,25.3,0,14,3,21.4,0.55,0.12,0,0,12.7,0,0,0,0.06,-0.9,-0.9,1113,1346,82.7,21547,8244,373,411,90.8,623,701,88.9,106,199,53.3,0.5,0.5,0.5,9,79,1,0,76,1346,1308,34,30,1,18,2,4,0,0,0,0,1113,4,12,20,0.79,18,0,0,1,0,1,4,0.16,3,0,0,1,0,0,65,41,53,12,0,30,49,61.2,19,23,15,8,38,103,116,2,1648,184,920,692,55,24,1648,21,11,52.4,10,47.6,846,4490,2358,15,8,1,12,4,1000,3,81,66.6,27,84,19,1,14,2,1.29,32,29,3,0.12,0.83,30.6,36,-5.4,-0.21,0,24,10,1,2,41,0,0,0,151,76,38,66.7,"https://fbref.com/en/players/114bbdee/Loic-Bade","Loïc Bade","https://www.transfermarkt.com/loic-bade/profil/spieler/730581"
"1531","Loïc Nego","Le Havre","Ligue 1",33,1991-01-15,"Right-Back","HUN","7","right","1.81",9e+05,2024,28,18,1561,17.3,0,3,3,0,0,0,3,0,1.3,1.3,1,2.3,30,64,102,0,0.17,0.17,0,0.17,0.08,0.06,0.13,0.08,0.13,17.3,0,18,4,22.2,1.04,0.23,0,0,17,0,0,0,0.07,-1.3,-1.3,481,639,75.3,7463,3221,256,309,82.8,186,252,73.8,25,44,56.8,1,1.6,2,13,30,19,11,64,639,552,85,3,0,0,44,81,1,0,0,0,481,2,17,39,2.25,29,2,1,1,6,0,8,0.46,6,0,0,0,2,0,37,26,21,12,4,18,30,60,12,12,2,10,16,53,17,0,784,27,149,367,281,30,784,33,13,39.4,18,54.5,537,2909,1344,30,36,4,15,9,480,102,56,51,18,74,5,10,23,3,0.89,18,20,-2,-0.12,0.43,19.5,25.6,-6,-0.35,0,22,17,3,44,26,2,0,0,95,8,7,53.3,"https://fbref.com/en/players/c3b6fa1e/Loic-Nego","Loic Nego","https://www.transfermarkt.com/loic-nego/profil/spieler/122840"
"1532","Loïs Openda","RB Leipzig","Bundesliga",24,2000-02-16,"Centre-Forward","BEL","17","right","1.77",6e+07,2024,34,33,2697,30,24,7,31,22,2,3,4,0,22.1,19.7,5.8,25.5,77,45,226,0.8,0.23,1.03,0.73,0.97,0.74,0.19,0.93,0.66,0.85,30,24,118,59,50,3.94,1.97,0.19,0.37,14.2,1,2,3,0.17,1.9,2.3,348,524,66.4,4561,1025,211,281,75.1,92,128,71.9,13,31,41.9,5.8,4.6,1.2,35,21,21,5,45,524,495,28,1,5,1,32,11,0,0,0,0,348,1,30,84,2.8,58,0,7,11,7,1,13,0.43,10,0,1,1,1,0,3,3,0,1,2,0,6,0,6,19,3,16,5,8,14,0,860,20,52,285,528,214,857,65,20,30.8,35,53.8,545,2923,1473,77,30,38,72,38,643,226,79,88.1,33,81,13,1,26,0,1.91,69,33,36,1.2,0.71,58.9,33.8,25,0.84,0,38,64,33,32,3,1,1,0,59,22,31,41.5,"https://fbref.com/en/players/8652a85c/Lois-Openda","Loïs Openda","https://www.transfermarkt.com/lois-openda/profil/spieler/368887"
"1533","Luca Caldirola","Monza","Serie A",33,1991-02-01,"Centre-Back","ITA","5","left","1.86",1300000,2024,29,23,2141,23.8,1,1,2,1,0,0,7,1,0.5,0.5,0.6,1.1,10,56,9,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,23.8,1,9,2,22.2,0.38,0.08,0.11,0.5,10.8,0,0,0,0.05,0.5,0.5,1247,1374,90.8,23794,7803,453,464,97.6,656,695,94.4,131,192,68.2,0.6,0.2,0.4,5,60,1,1,56,1374,1294,78,43,0,7,4,12,0,0,0,0,1247,2,10,14,0.59,13,0,0,0,0,1,1,0.04,1,0,0,0,0,0,25,14,19,4,2,13,22,59.1,9,26,17,9,29,54,53,0,1546,203,809,678,61,16,1546,2,1,50,0,0,966,4882,2482,10,5,0,6,1,1146,9,74,62.6,23,87,19,6,22,7,1.1,25,37,-12,-0.5,-0.5,24.8,37.5,-12.6,-0.53,1,24,17,1,4,14,0,1,0,58,30,23,56.6,"https://fbref.com/en/players/226008f1/Luca-Caldirola","Luca Caldirola","https://www.transfermarkt.com/luca-caldirola/profil/spieler/88680"
"1534","Luca Garritano","Frosinone","Serie A",30,1994-02-11,"Attacking Midfield","ITA","16","right","1.72",1200000,2024,12,5,485,5.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1,6,23,23,0,0,0,0,0,0.13,0.06,0.19,0.13,0.19,5.4,0,12,3,25,2.23,0.56,0,0,18.9,1,0,0,0.06,-0.7,-0.7,147,220,66.8,2219,804,82,96,85.4,43,66,65.2,12,32,37.5,0.3,0.4,-0.3,4,19,3,1,23,220,203,17,4,0,2,16,5,8,3,3,0,147,0,10,15,2.78,10,3,0,0,2,0,3,0.56,2,1,0,0,0,0,10,5,7,2,1,5,15,33.3,10,13,0,13,4,14,8,1,283,13,75,119,91,12,283,5,0,0,5,100,141,736,310,6,2,1,8,2,173,23,40,14.2,5,67,0,7,21,25,1.17,8,9,-1,-0.19,0.55,6.5,7.7,-1.2,-0.23,0,6,7,0,16,5,0,0,0,34,3,7,30,"https://fbref.com/en/players/1ceeae3e/Luca-Garritano","Luca Garritano","https://www.transfermarkt.com/luca-garritano/profil/spieler/205677"
"1535","Luca Gemello","Torino","Serie A",23,2000-07-03,"Goalkeeper","ITA","1","right","1.9",3e+05,2024,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,118,80.5,2351,1529,18,18,100,54,54,100,23,44,52.3,0,0,0,0,1,0,0,0,118,99,17,5,0,0,0,0,0,0,0,0,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,122,78,120,2,0,0,122,0,0,0,0,0,87,509,405,0,0,0,0,0,87,0,90,5.3,2,90,2,0,0,35,0,0,5,-5,-2.5,-2.64,1.5,4.1,-2.6,-1.32,0,0,0,0,0,0,0,0,0,4,0,0,0,"https://fbref.com/en/players/53e494ec/Luca-Gemello","Luca Gemello","https://www.transfermarkt.com/luca-gemello/profil/spieler/463792"
"1536","Luca Kilian","Köln","Bundesliga",24,1999-09-01,"Centre-Back","GER","15","right","1.92",2e+06,2024,13,6,635,7.1,0,0,0,0,0,0,1,0,0,0,0,0,7,12,1,0,0,0,0,0,0,0.01,0.01,0,0.01,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,317,76,4399,1173,87,103,84.5,131,154,85.1,19,51,37.3,0,0,0,1,11,0,0,12,317,302,15,8,0,1,1,5,0,0,0,0,241,0,4,3,0.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,15,1,0,9,14,64.3,5,12,5,7,7,23,28,0,395,51,221,152,24,4,395,1,0,0,1,100,205,1203,582,7,3,0,5,0,232,1,49,20.8,6,80,4,7,22,12,0.77,4,14,-10,-1.42,-0.6,5,17.3,-12.4,-1.75,0,4,0,0,1,9,0,0,0,24,10,7,58.8,"https://fbref.com/en/players/610aa1e9/Luca-Kilian","Luca Kilian","https://www.transfermarkt.com/luca-kilian/profil/spieler/384553"
"1537","Luca Koleosho","Burnley","Premier League",19,2004-09-15,"Left Winger","ITA","30","right","1.75",7e+06,2024,15,13,974,10.8,1,1,2,1,0,0,0,0,2,2,1.3,3.3,53,19,82,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,10.8,1,23,5,21.7,2.13,0.46,0.04,0.2,18.5,0,0,0,0.09,-1,-1,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1.3,1.1,-0.3,11,9,6,2,19,274,267,6,2,0,0,23,4,0,0,0,0,192,1,16,28,2.59,12,0,11,2,3,0,6,0.56,2,0,3,0,1,0,7,4,2,5,0,2,10,20,8,13,0,13,2,9,0,0,416,5,33,149,240,52,416,78,33,42.3,39,50,299,2603,1383,53,37,29,22,14,313,82,65,28.5,13,69,0,2,38,0,0.47,11,23,-12,-1.11,-0.19,9,15.4,-6.5,-0.6,0,18,13,8,23,4,1,0,0,46,2,27,6.9,"https://fbref.com/en/players/fc076f78/Luca-Koleosho","Luca Koleosho","https://www.transfermarkt.com/luca-koleosho/profil/spieler/745461"
"1538","Luca Lipani","Sassuolo","Serie A",19,2005-05-18,"Defensive Midfield","ITA","35","right","1.85",4e+06,2024,8,5,384,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,4.3,0,3,1,33.3,0.7,0.23,0,0,13.7,0,0,0,0.03,-0.1,-0.1,123,160,76.9,2084,785,56,63,88.9,49,67,73.1,11,20,55,0.2,0.1,-0.2,3,22,2,1,20,160,157,3,3,0,2,5,0,0,0,0,0,123,0,3,9,2.1,5,0,2,1,0,1,0,0,0,0,0,0,0,0,9,7,4,3,2,3,11,27.3,8,9,2,7,6,15,7,0,202,11,55,106,42,7,202,4,2,50,2,50,89,365,163,6,1,1,2,4,103,3,48,11.2,5,68,0,3,14,23,0.63,5,5,0,0,0.95,4.4,6.1,-1.7,-0.4,0,6,1,0,5,7,0,0,0,22,5,7,41.7,"https://fbref.com/en/players/1dc5a029/Luca-Lipani","Luca Lipani","https://www.transfermarkt.com/luca-lipani/profil/spieler/724106"
"1539","Luca Mazzitelli","Frosinone","Serie A",28,1995-11-15,"Central Midfield","ITA","36","right","1.84",4e+06,2024,29,26,2210,24.6,5,0,5,5,0,0,6,1,2.3,2.3,1.1,3.4,18,167,53,0.2,0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14,24.6,5,49,18,36.7,2,0.73,0.1,0.28,23,3,0,0,0.05,2.7,2.7,974,1309,74.4,16656,5947,446,517,86.3,380,482,78.8,104,222,46.8,1.1,0.9,-1.1,13,131,14,2,167,1309,1234,67,38,5,10,42,5,12,7,3,0,974,8,21,47,1.91,30,8,6,1,2,0,3,0.12,1,0,0,1,1,0,45,23,15,24,6,26,49,53.1,23,23,7,16,19,64,62,0,1581,76,341,958,294,34,1581,18,11,61.1,6,33.3,773,3395,1244,18,16,1,22,22,1082,53,76,64.6,26,82,11,3,27,3,0.97,30,37,-7,-0.29,1.05,30,31.6,-1.6,-0.06,1,45,37,1,42,23,0,0,0,128,41,38,51.9,"https://fbref.com/en/players/dc61b402/Luca-Mazzitelli","Luca Mazzitelli","https://www.transfermarkt.com/luca-mazzitelli/profil/spieler/226025"
"1540","Luca Netz","Gladbach","Bundesliga",21,2003-05-15,"Left-Back","GER","20","left","1.84",1e+07,2024,30,25,2225,24.7,0,4,4,0,0,0,2,0,1,1,3,3.9,46,81,99,0,0.16,0.16,0,0.16,0.04,0.12,0.16,0.04,0.16,24.7,0,17,5,29.4,0.69,0.2,0,0,16.7,0,0,0,0.06,-1,-1,945,1220,77.5,14370,5250,516,586,88.1,335,419,80,58,136,42.6,3,3.1,1,37,38,23,8,81,1220,999,216,22,2,1,74,172,22,6,13,0,945,5,28,70,2.83,49,13,3,4,0,1,8,0.32,7,1,0,0,0,0,38,22,19,16,3,23,43,53.5,20,36,10,26,22,60,76,1,1498,86,486,611,416,41,1498,48,23,47.9,21,43.8,761,3141,1564,46,33,9,34,28,843,99,74,72.7,25,82,14,5,33,1,1,39,43,-4,-0.16,0.59,34.6,36.7,-2,-0.08,0,26,16,1,74,22,0,2,0,130,37,29,56.1,"https://fbref.com/en/players/e79269bd/Luca-Netz","Luca Netz","https://www.transfermarkt.com/luca-netz/profil/spieler/524285"
"1541","Luca Pellegrini","Lazio","Serie A",25,1999-03-07,"Left-Back","ITA","3","left","1.78",3500000,2024,19,8,786,8.7,1,0,1,1,0,0,7,1,0.2,0.2,0.3,0.5,18,46,30,0.11,0,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06,8.7,1,7,1,14.3,0.8,0.11,0.14,1,26.6,1,0,0,0.03,0.8,0.8,372,515,72.2,5643,2051,196,227,86.3,137,177,77.4,20,64,31.3,0.3,0.3,-0.3,2,29,7,0,46,515,419,94,6,1,1,28,87,1,0,0,0,372,2,21,14,1.61,6,1,3,1,3,0,1,0.11,0,0,0,0,1,0,18,13,7,10,1,9,17,52.9,8,7,3,4,9,27,20,0,613,20,197,275,150,7,613,28,14,50,12,42.9,292,1638,983,18,8,2,10,6,351,30,41,23,8,64,1,11,25,16,1.21,9,8,1,0.11,-0.19,10.1,9,1.1,0.12,1,19,13,0,28,13,0,0,0,50,13,7,65,"https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini","Luca Pellegrini","https://www.transfermarkt.com/luca-pellegrini/profil/spieler/346567"
"1542","Luca Pfeiffer","Darmstadt 98","Bundesliga",27,1996-08-20,"Centre-Forward","GER","24","right","1.96",1200000,2024,24,20,1619,18,1,4,5,1,0,0,3,0,4.6,4.6,1.7,6.3,15,37,81,0.06,0.22,0.28,0.06,0.28,0.26,0.09,0.35,0.26,0.35,18,1,48,18,37.5,2.67,1,0.02,0.06,15.7,0,0,0,0.1,-3.6,-3.6,290,414,70,4273,930,169,216,78.2,96,137,70.1,16,32,50,1.7,1,2.3,19,20,8,1,37,414,378,34,2,1,2,5,5,0,0,0,0,290,2,7,49,2.73,33,1,2,8,5,0,6,0.33,4,0,0,2,0,0,11,6,2,6,3,5,11,45.5,6,5,1,4,2,13,21,0,565,25,66,266,237,59,565,21,7,33.3,9,42.9,278,1365,529,15,14,2,23,19,373,81,67,52.9,20,77,9,4,20,6,0.46,20,37,-17,-0.95,1.49,20,32.4,-12.4,-0.69,0,28,27,1,5,6,0,0,0,67,54,55,49.5,"https://fbref.com/en/players/83e1f40e/Luca-Pfeiffer","Luca Pfeiffer","https://www.transfermarkt.com/luca-pfeiffer/profil/spieler/232463"
"1543","Luca Philipp","Hoffenheim","Bundesliga",23,2000-11-28,"Goalkeeper","GER","37"," ","1.92",3e+05,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/eb3e717e/Luca-Philipp","Luca Philipp","https://www.transfermarkt.com/luca-philipp/profil/spieler/432671"
"1544","Luca Raimund","Stuttgart","Bundesliga",19,2005-04-09,"Right Winger","GER","40","left","1.88",5e+05,2024,3,0,30,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0,0.9,0,1,2,0,0,0,0,0,2.79,0,2.79,2.79,2.79,0.3,0,2,0,0,6,0,0,0,7.2,0,0,0,0.55,-0.9,-0.9,16,23,69.6,203,18,11,14,78.6,5,7,71.4,0,0,0,0,0,0,0,0,1,0,1,23,23,0,0,0,0,1,0,0,0,0,0,16,0,0,3,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,2,0,2,0,3,0,0,34,0,5,10,20,3,34,0,0,0,0,0,18,67,27,0,0,0,2,2,21,2,10,1,0,0,0,3,10,8,1,1,2,-1,-3,-4.19,1.6,1.4,0.2,0.56,0,2,0,0,1,1,0,0,0,1,1,1,50,"https://fbref.com/en/players/df1665d7/Luca-Raimund","Luca Raimund","https://www.transfermarkt.com/luca-raimund/profil/spieler/907489"
"1545","Luca Ranieri","Fiorentina","Serie A",25,1999-04-23,"Left-Back","ITA","16","left","1.87",8e+06,2024,26,23,2065,22.9,2,1,3,2,0,0,14,0,0.9,0.9,0.4,1.3,17,99,5,0.09,0.04,0.13,0.09,0.13,0.04,0.02,0.06,0.04,0.06,22.9,2,10,3,30,0.44,0.13,0.2,0.67,8.8,0,0,0,0.09,1.1,1.1,1142,1362,83.8,23351,8689,350,385,90.9,617,682,90.5,165,265,62.3,0.4,0.7,0.6,7,95,11,2,99,1362,1289,69,51,0,5,13,16,0,0,0,0,1142,4,8,22,0.96,19,1,0,2,0,0,2,0.09,1,1,0,0,0,0,14,10,11,1,2,8,13,61.5,5,25,11,14,29,43,64,0,1538,120,683,775,89,16,1538,13,4,30.8,8,61.5,937,4601,2808,17,22,0,13,0,1013,5,79,60.4,23,87,19,3,22,10,1.69,38,28,10,0.44,0.1,32.5,29.9,2.5,0.11,0,32,11,1,13,10,0,0,0,99,40,38,51.3,"https://fbref.com/en/players/8c63fae5/Luca-Ranieri","Luca Ranieri","https://www.transfermarkt.com/luca-ranieri/profil/spieler/346561"
"1546","Luca Waldschmidt","Köln","Bundesliga",28,1996-05-19,"Second Striker","GER","9","left","1.81",2500000,2024,22,14,1146,12.7,3,0,3,3,0,1,0,0,2.9,2.1,1.2,3.3,30,46,61,0.24,0,0.24,0.24,0.24,0.23,0.09,0.32,0.17,0.26,12.7,3,42,15,35.7,3.3,1.18,0.07,0.2,22.3,2,0,1,0.05,0.1,0.9,320,448,71.4,5187,1308,150,180,83.3,125,163,76.7,31,60,51.7,1.2,1.8,-1.2,16,23,10,4,46,448,392,49,10,4,4,39,5,26,7,12,0,320,7,14,42,3.3,25,3,1,9,3,1,3,0.24,0,0,0,2,1,0,19,12,4,12,3,5,16,31.3,11,18,3,15,6,25,8,1,604,9,82,297,234,29,603,40,18,45,20,50,336,1835,822,30,20,6,23,14,387,61,52,37.5,14,68,2,8,25,0,0.86,11,19,-8,-0.63,0.5,15.3,24.4,-9.1,-0.72,0,20,15,5,39,12,1,0,0,64,7,9,43.8,"https://fbref.com/en/players/e5a35ae9/Luca-Waldschmidt","Luca Waldschmidt","https://www.transfermarkt.com/luca-waldschmidt/profil/spieler/196095"
"1547","Luca de la Torre","Celta Vigo","La Liga",26,1998-05-23,"Central Midfield","USA","14","right","1.77",3e+06,2024,31,22,1956,21.7,1,4,5,1,0,0,4,1,2.5,2.5,1.4,3.9,58,93,88,0.05,0.18,0.23,0.05,0.23,0.11,0.07,0.18,0.11,0.18,21.7,1,24,8,33.3,1.1,0.37,0.04,0.13,16.4,0,0,0,0.1,-1.5,-1.5,620,764,81.2,7881,2176,396,440,90,176,205,85.9,14,27,51.9,1.4,1.5,2.6,17,58,7,0,93,764,756,4,2,1,0,17,0,0,0,0,0,620,4,36,43,1.98,37,0,2,2,2,0,5,0.23,5,0,0,0,0,0,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0,971,21,141,465,381,63,971,32,11,34.4,19,59.4,606,3777,2012,58,40,12,38,28,679,88,63,57.2,22,81,10,9,20,2,1.03,19,31,-12,-0.55,-0.61,25.6,30,-4.4,-0.2,1,40,19,4,17,21,0,0,0,107,14,37,27.5,"https://fbref.com/en/players/e9241b40/Luca-de-la-Torre","Luca de la Torre","https://www.transfermarkt.com/luca-de-la-torre/profil/spieler/315762"
